platform,country,keyword,title,price,currency,rating,review_count,product_url,image_url,collected_at
eBay Sample,US,summer quilt,Synthetic fallback lightweight summer quilt - US ebay sample,37.51,USD,4.80,400,https://sample.example/ebay/us/summer-quilt/c105,https://sample.example/images/ebay/us/summer-quilt/c105.jpg,2026-04-01T16:40:00+00:00
eBay Sample,US,sofa throw blanket,Synthetic fallback sofa throw blanket with fringe - US ebay sample,28.11,USD,4.70,437,https://sample.example/ebay/us/sofa-throw-blanket/c106,https://sample.example/images/ebay/us/sofa-throw-blanket/c106.jpg,2026-04-01T16:45:00+00:00
eBay Sample,US,bath towel,Synthetic fallback quick dry cotton bath towel - US ebay sample,15.89,USD,4.60,474,https://sample.example/ebay/us/bath-towel/c107,https://sample.example/images/ebay/us/bath-towel/c107.jpg,2026-04-01T16:50:00+00:00
eBay Sample,US,anti mite pillowcase,Synthetic fallback anti mite pillowcase set - US ebay sample,14.95,USD,4.50,511,https://sample.example/ebay/us/anti-mite-pillowcase/c108,https://sample.example/images/ebay/us/anti-mite-pillowcase/c108.jpg,2026-04-01T16:55:00+00:00
eBay Sample,US,dorm room bedding,Synthetic fallback compact dorm room bedding set - US ebay sample,56.31,USD,4.40,548,https://sample.example/ebay/us/dorm-room-bedding/c109,https://sample.example/images/ebay/us/dorm-room-bedding/c109.jpg,2026-04-01T17:00:00+00:00
eBay Sample,US,baby swaddle blanket,Synthetic fallback breathable baby swaddle blanket - US ebay sample,17.39,USD,4.30,585,https://sample.example/ebay/us/baby-swaddle-blanket/c110,https://sample.example/images/ebay/us/baby-swaddle-blanket/c110.jpg,2026-04-01T17:05:00+00:00
eBay Sample,GB,pet cooling mat,Synthetic fallback washable pet cooling mat - GB ebay sample,14.96,GBP,4.20,622,https://sample.example/ebay/gb/pet-cooling-mat/c111,https://sample.example/images/ebay/gb/pet-cooling-mat/c111.jpg,2026-04-01T17:10:00+00:00
eBay Sample,GB,boho blanket,Synthetic fallback boho woven throw blanket - GB ebay sample,25.94,GBP,4.10,659,https://sample.example/ebay/gb/boho-blanket/c112,https://sample.example/images/ebay/gb/boho-blanket/c112.jpg,2026-04-01T17:15:00+00:00
eBay Sample,GB,duvet cover,Synthetic fallback soft cotton duvet cover - GB ebay sample,37.52,GBP,4.80,696,https://sample.example/ebay/gb/duvet-cover/c113,https://sample.example/images/ebay/gb/duvet-cover/c113.jpg,2026-04-01T17:20:00+00:00
eBay Sample,GB,kids pillowcase,Synthetic fallback printed kids pillowcase pair - GB ebay sample,10.15,GBP,4.70,733,https://sample.example/ebay/gb/kids-pillowcase/c114,https://sample.example/images/ebay/gb/kids-pillowcase/c114.jpg,2026-04-01T17:25:00+00:00
eBay Sample,GB,summer quilt,Synthetic fallback lightweight summer quilt - GB ebay sample,30.00,GBP,4.60,770,https://sample.example/ebay/gb/summer-quilt/c115,https://sample.example/images/ebay/gb/summer-quilt/c115.jpg,2026-04-01T17:30:00+00:00
eBay Sample,GB,sofa throw blanket,Synthetic fallback sofa throw blanket with fringe - GB ebay sample,22.48,GBP,4.50,807,https://sample.example/ebay/gb/sofa-throw-blanket/c116,https://sample.example/images/ebay/gb/sofa-throw-blanket/c116.jpg,2026-04-01T17:35:00+00:00
eBay Sample,GB,bath towel,Synthetic fallback quick dry cotton bath towel - GB ebay sample,12.71,GBP,4.40,844,https://sample.example/ebay/gb/bath-towel/c117,https://sample.example/images/ebay/gb/bath-towel/c117.jpg,2026-04-01T17:40:00+00:00
eBay Sample,GB,anti mite pillowcase,Synthetic fallback anti mite pillowcase set - GB ebay sample,11.96,GBP,4.30,881,https://sample.example/ebay/gb/anti-mite-pillowcase/c118,https://sample.example/images/ebay/gb/anti-mite-pillowcase/c118.jpg,2026-04-01T17:45:00+00:00
eBay Sample,GB,dorm room bedding,Synthetic fallback compact dorm room bedding set - GB ebay sample,45.04,GBP,4.20,38,https://sample.example/ebay/gb/dorm-room-bedding/c119,https://sample.example/images/ebay/gb/dorm-room-bedding/c119.jpg,2026-04-01T17:50:00+00:00
eBay Sample,GB,baby swaddle blanket,Synthetic fallback breathable baby swaddle blanket - GB ebay sample,13.91,GBP,4.10,75,https://sample.example/ebay/gb/baby-swaddle-blanket/c120,https://sample.example/images/ebay/gb/baby-swaddle-blanket/c120.jpg,2026-04-01T17:55:00+00:00
eBay Sample,JP,pet cooling mat,Synthetic fallback washable pet cooling mat - JP ebay sample,2810,JPY,4.80,112,https://sample.example/ebay/jp/pet-cooling-mat/c121,https://sample.example/images/ebay/jp/pet-cooling-mat/c121.jpg,2026-04-01T18:00:00+00:00
eBay Sample,JP,boho blanket,Synthetic fallback boho woven throw blanket - JP ebay sample,4860,JPY,4.70,149,https://sample.example/ebay/jp/boho-blanket/c122,https://sample.example/images/ebay/jp/boho-blanket/c122.jpg,2026-04-01T18:05:00+00:00
eBay Sample,JP,duvet cover,Synthetic fallback soft cotton duvet cover - JP ebay sample,7040,JPY,4.60,186,https://sample.example/ebay/jp/duvet-cover/c123,https://sample.example/images/ebay/jp/duvet-cover/c123.jpg,2026-04-01T18:10:00+00:00
eBay Sample,JP,kids pillowcase,Synthetic fallback printed kids pillowcase pair - JP ebay sample,1900,JPY,4.50,223,https://sample.example/ebay/jp/kids-pillowcase/c124,https://sample.example/images/ebay/jp/kids-pillowcase/c124.jpg,2026-04-01T18:15:00+00:00
eBay Sample,JP,summer quilt,Synthetic fallback lightweight summer quilt - JP ebay sample,5630,JPY,4.40,260,https://sample.example/ebay/jp/summer-quilt/c125,https://sample.example/images/ebay/jp/summer-quilt/c125.jpg,2026-04-01T18:20:00+00:00
eBay Sample,JP,sofa throw blanket,Synthetic fallback sofa throw blanket with fringe - JP ebay sample,4220,JPY,4.30,297,https://sample.example/ebay/jp/sofa-throw-blanket/c126,https://sample.example/images/ebay/jp/sofa-throw-blanket/c126.jpg,2026-04-01T18:25:00+00:00
eBay Sample,JP,bath towel,Synthetic fallback quick dry cotton bath towel - JP ebay sample,2380,JPY,4.20,334,https://sample.example/ebay/jp/bath-towel/c127,https://sample.example/images/ebay/jp/bath-towel/c127.jpg,2026-04-01T18:30:00+00:00
eBay Sample,JP,anti mite pillowcase,Synthetic fallback anti mite pillowcase set - JP ebay sample,2240,JPY,4.10,371,https://sample.example/ebay/jp/anti-mite-pillowcase/c128,https://sample.example/images/ebay/jp/anti-mite-pillowcase/c128.jpg,2026-04-01T18:35:00+00:00
eBay Sample,JP,dorm room bedding,Synthetic fallback compact dorm room bedding set - JP ebay sample,8450,JPY,4.80,408,https://sample.example/ebay/jp/dorm-room-bedding/c129,https://sample.example/images/ebay/jp/dorm-room-bedding/c129.jpg,2026-04-01T18:40:00+00:00
eBay Sample,JP,baby swaddle blanket,Synthetic fallback breathable baby swaddle blanket - JP ebay sample,2610,JPY,4.70,445,https://sample.example/ebay/jp/baby-swaddle-blanket/c130,https://sample.example/images/ebay/jp/baby-swaddle-blanket/c130.jpg,2026-04-01T18:45:00+00:00
eBay Sample,AU,pet cooling mat,Synthetic fallback washable pet cooling mat - AU ebay sample,28.99,AUD,4.60,482,https://sample.example/ebay/au/pet-cooling-mat/c131,https://sample.example/images/ebay/au/pet-cooling-mat/c131.jpg,2026-04-01T18:50:00+00:00
eBay Sample,AU,boho blanket,Synthetic fallback boho woven throw blanket - AU ebay sample,50.27,AUD,4.50,519,https://sample.example/ebay/au/boho-blanket/c132,https://sample.example/images/ebay/au/boho-blanket/c132.jpg,2026-04-01T18:55:00+00:00
eBay Sample,AU,duvet cover,Synthetic fallback soft cotton duvet cover - AU ebay sample,72.70,AUD,4.40,556,https://sample.example/ebay/au/duvet-cover/c133,https://sample.example/images/ebay/au/duvet-cover/c133.jpg,2026-04-01T19:00:00+00:00
eBay Sample,AU,kids pillowcase,Synthetic fallback printed kids pillowcase pair - AU ebay sample,19.67,AUD,4.30,593,https://sample.example/ebay/au/kids-pillowcase/c134,https://sample.example/images/ebay/au/kids-pillowcase/c134.jpg,2026-04-01T19:05:00+00:00
eBay Sample,AU,summer quilt,Synthetic fallback lightweight summer quilt - AU ebay sample,58.13,AUD,4.20,630,https://sample.example/ebay/au/summer-quilt/c135,https://sample.example/images/ebay/au/summer-quilt/c135.jpg,2026-04-01T19:10:00+00:00
eBay Sample,AU,sofa throw blanket,Synthetic fallback sofa throw blanket with fringe - AU ebay sample,43.56,AUD,4.10,667,https://sample.example/ebay/au/sofa-throw-blanket/c136,https://sample.example/images/ebay/au/sofa-throw-blanket/c136.jpg,2026-04-01T19:15:00+00:00
eBay Sample,AU,bath towel,Synthetic fallback quick dry cotton bath towel - AU ebay sample,24.62,AUD,4.80,704,https://sample.example/ebay/au/bath-towel/c137,https://sample.example/images/ebay/au/bath-towel/c137.jpg,2026-04-01T19:20:00+00:00
eBay Sample,AU,anti mite pillowcase,Synthetic fallback anti mite pillowcase set - AU ebay sample,23.17,AUD,4.70,741,https://sample.example/ebay/au/anti-mite-pillowcase/c138,https://sample.example/images/ebay/au/anti-mite-pillowcase/c138.jpg,2026-04-01T19:25:00+00:00
eBay Sample,AU,dorm room bedding,Synthetic fallback compact dorm room bedding set - AU ebay sample,87.27,AUD,4.60,778,https://sample.example/ebay/au/dorm-room-bedding/c139,https://sample.example/images/ebay/au/dorm-room-bedding/c139.jpg,2026-04-01T19:30:00+00:00
eBay Sample,AU,baby swaddle blanket,Synthetic fallback breathable baby swaddle blanket - AU ebay sample,26.95,AUD,4.50,815,https://sample.example/ebay/au/baby-swaddle-blanket/c140,https://sample.example/images/ebay/au/baby-swaddle-blanket/c140.jpg,2026-04-01T19:35:00+00:00
eBay Sample,SG,pet cooling mat,Synthetic fallback washable pet cooling mat - SG ebay sample,25.25,SGD,4.40,852,https://sample.example/ebay/sg/pet-cooling-mat/c141,https://sample.example/images/ebay/sg/pet-cooling-mat/c141.jpg,2026-04-01T19:40:00+00:00
eBay Sample,SG,boho blanket,Synthetic fallback boho woven throw blanket - SG ebay sample,43.78,SGD,4.30,889,https://sample.example/ebay/sg/boho-blanket/c142,https://sample.example/images/ebay/sg/boho-blanket/c142.jpg,2026-04-01T19:45:00+00:00
eBay Sample,SG,duvet cover,Synthetic fallback soft cotton duvet cover - SG ebay sample,63.32,SGD,4.20,46,https://sample.example/ebay/sg/duvet-cover/c143,https://sample.example/images/ebay/sg/duvet-cover/c143.jpg,2026-04-01T19:50:00+00:00
eBay Sample,SG,kids pillowcase,Synthetic fallback printed kids pillowcase pair - SG ebay sample,17.13,SGD,4.10,83,https://sample.example/ebay/sg/kids-pillowcase/c144,https://sample.example/images/ebay/sg/kids-pillowcase/c144.jpg,2026-04-01T19:55:00+00:00
eBay Sample,SG,summer quilt,Synthetic fallback lightweight summer quilt - SG ebay sample,50.63,SGD,4.80,120,https://sample.example/ebay/sg/summer-quilt/c145,https://sample.example/images/ebay/sg/summer-quilt/c145.jpg,2026-04-01T20:00:00+00:00
eBay Sample,SG,sofa throw blanket,Synthetic fallback sofa throw blanket with fringe - SG ebay sample,37.94,SGD,4.70,157,https://sample.example/ebay/sg/sofa-throw-blanket/c146,https://sample.example/images/ebay/sg/sofa-throw-blanket/c146.jpg,2026-04-01T20:05:00+00:00
eBay Sample,SG,bath towel,Synthetic fallback quick dry cotton bath towel - SG ebay sample,21.45,SGD,4.60,194,https://sample.example/ebay/sg/bath-towel/c147,https://sample.example/images/ebay/sg/bath-towel/c147.jpg,2026-04-01T20:10:00+00:00
eBay Sample,SG,anti mite pillowcase,Synthetic fallback anti mite pillowcase set - SG ebay sample,20.18,SGD,4.50,231,https://sample.example/ebay/sg/anti-mite-pillowcase/c148,https://sample.example/images/ebay/sg/anti-mite-pillowcase/c148.jpg,2026-04-01T20:15:00+00:00
eBay Sample,SG,dorm room bedding,Synthetic fallback compact dorm room bedding set - SG ebay sample,76.01,SGD,4.40,268,https://sample.example/ebay/sg/dorm-room-bedding/c149,https://sample.example/images/ebay/sg/dorm-room-bedding/c149.jpg,2026-04-01T20:20:00+00:00
eBay Sample,SG,baby swaddle blanket,Synthetic fallback breathable baby swaddle blanket - SG ebay sample,23.48,SGD,4.30,305,https://sample.example/ebay/sg/baby-swaddle-blanket/c150,https://sample.example/images/ebay/sg/baby-swaddle-blanket/c150.jpg,2026-04-01T20:25:00+00:00
Rakuten Sample,US,pet cooling mat,Synthetic fallback washable pet cooling mat - US rakuten sample,21.49,USD,4.20,342,https://sample.example/rakuten/us/pet-cooling-mat/c151,https://sample.example/images/rakuten/us/pet-cooling-mat/c151.jpg,2026-04-01T20:30:00+00:00
Rakuten Sample,US,boho blanket,Synthetic fallback boho woven throw blanket - US rakuten sample,37.26,USD,4.10,379,https://sample.example/rakuten/us/boho-blanket/c152,https://sample.example/images/rakuten/us/boho-blanket/c152.jpg,2026-04-01T20:35:00+00:00
Rakuten Sample,US,duvet cover,Synthetic fallback soft cotton duvet cover - US rakuten sample,53.89,USD,4.80,416,https://sample.example/rakuten/us/duvet-cover/c153,https://sample.example/images/rakuten/us/duvet-cover/c153.jpg,2026-04-01T20:40:00+00:00
Rakuten Sample,US,kids pillowcase,Synthetic fallback printed kids pillowcase pair - US rakuten sample,14.58,USD,4.70,453,https://sample.example/rakuten/us/kids-pillowcase/c154,https://sample.example/images/rakuten/us/kids-pillowcase/c154.jpg,2026-04-01T20:45:00+00:00
Rakuten Sample,US,summer quilt,Synthetic fallback lightweight summer quilt - US rakuten sample,43.09,USD,4.60,490,https://sample.example/rakuten/us/summer-quilt/c155,https://sample.example/images/rakuten/us/summer-quilt/c155.jpg,2026-04-01T20:50:00+00:00
Rakuten Sample,US,sofa throw blanket,Synthetic fallback sofa throw blanket with fringe - US rakuten sample,32.29,USD,4.50,527,https://sample.example/rakuten/us/sofa-throw-blanket/c156,https://sample.example/images/rakuten/us/sofa-throw-blanket/c156.jpg,2026-04-01T20:55:00+00:00
Rakuten Sample,US,bath towel,Synthetic fallback quick dry cotton bath towel - US rakuten sample,18.25,USD,4.40,564,https://sample.example/rakuten/us/bath-towel/c157,https://sample.example/images/rakuten/us/bath-towel/c157.jpg,2026-04-01T21:00:00+00:00
Rakuten Sample,US,anti mite pillowcase,Synthetic fallback anti mite pillowcase set - US rakuten sample,17.17,USD,4.30,601,https://sample.example/rakuten/us/anti-mite-pillowcase/c158,https://sample.example/images/rakuten/us/anti-mite-pillowcase/c158.jpg,2026-04-01T21:05:00+00:00
Rakuten Sample,US,dorm room bedding,Synthetic fallback compact dorm room bedding set - US rakuten sample,64.69,USD,4.20,638,https://sample.example/rakuten/us/dorm-room-bedding/c159,https://sample.example/images/rakuten/us/dorm-room-bedding/c159.jpg,2026-04-01T21:10:00+00:00
Rakuten Sample,US,baby swaddle blanket,Synthetic fallback breathable baby swaddle blanket - US rakuten sample,19.98,USD,4.10,675,https://sample.example/rakuten/us/baby-swaddle-blanket/c160,https://sample.example/images/rakuten/us/baby-swaddle-blanket/c160.jpg,2026-04-01T21:15:00+00:00
Rakuten Sample,GB,pet cooling mat,Synthetic fallback washable pet cooling mat - GB rakuten sample,17.19,GBP,4.80,712,https://sample.example/rakuten/gb/pet-cooling-mat/c161,https://sample.example/images/rakuten/gb/pet-cooling-mat/c161.jpg,2026-04-01T21:20:00+00:00
Rakuten Sample,GB,boho blanket,Synthetic fallback boho woven throw blanket - GB rakuten sample,29.81,GBP,4.70,749,https://sample.example/rakuten/gb/boho-blanket/c162,https://sample.example/images/rakuten/gb/boho-blanket/c162.jpg,2026-04-01T21:25:00+00:00
Rakuten Sample,GB,duvet cover,Synthetic fallback soft cotton duvet cover - GB rakuten sample,43.11,GBP,4.60,786,https://sample.example/rakuten/gb/duvet-cover/c163,https://sample.example/images/rakuten/gb/duvet-cover/c163.jpg,2026-04-01T21:30:00+00:00
Rakuten Sample,GB,kids pillowcase,Synthetic fallback printed kids pillowcase pair - GB rakuten sample,11.66,GBP,4.50,823,https://sample.example/rakuten/gb/kids-pillowcase/c164,https://sample.example/images/rakuten/gb/kids-pillowcase/c164.jpg,2026-04-01T21:35:00+00:00
Rakuten Sample,GB,summer quilt,Synthetic fallback lightweight summer quilt - GB rakuten sample,34.47,GBP,4.40,860,https://sample.example/rakuten/gb/summer-quilt/c165,https://sample.example/images/rakuten/gb/summer-quilt/c165.jpg,2026-04-01T21:40:00+00:00
Rakuten Sample,GB,sofa throw blanket,Synthetic fallback sofa throw blanket with fringe - GB rakuten sample,25.83,GBP,4.30,897,https://sample.example/rakuten/gb/sofa-throw-blanket/c166,https://sample.example/images/rakuten/gb/sofa-throw-blanket/c166.jpg,2026-04-01T21:45:00+00:00
Rakuten Sample,GB,bath towel,Synthetic fallback quick dry cotton bath towel - GB rakuten sample,14.60,GBP,4.20,54,https://sample.example/rakuten/gb/bath-towel/c167,https://sample.example/images/rakuten/gb/bath-towel/c167.jpg,2026-04-01T21:50:00+00:00
Rakuten Sample,GB,anti mite pillowcase,Synthetic fallback anti mite pillowcase set - GB rakuten sample,13.74,GBP,4.10,91,https://sample.example/rakuten/gb/anti-mite-pillowcase/c168,https://sample.example/images/rakuten/gb/anti-mite-pillowcase/c168.jpg,2026-04-01T21:55:00+00:00
Rakuten Sample,GB,dorm room bedding,Synthetic fallback compact dorm room bedding set - GB rakuten sample,51.75,GBP,4.80,128,https://sample.example/rakuten/gb/dorm-room-bedding/c169,https://sample.example/images/rakuten/gb/dorm-room-bedding/c169.jpg,2026-04-01T22:00:00+00:00
Rakuten Sample,GB,baby swaddle blanket,Synthetic fallback breathable baby swaddle blanket - GB rakuten sample,15.98,GBP,4.70,165,https://sample.example/rakuten/gb/baby-swaddle-blanket/c170,https://sample.example/images/rakuten/gb/baby-swaddle-blanket/c170.jpg,2026-04-01T22:05:00+00:00
Rakuten Sample,JP,pet cooling mat,Synthetic fallback washable pet cooling mat - JP rakuten sample,3220,JPY,4.60,202,https://sample.example/rakuten/jp/pet-cooling-mat/c171,https://sample.example/images/rakuten/jp/pet-cooling-mat/c171.jpg,2026-04-01T22:10:00+00:00
Rakuten Sample,JP,boho blanket,Synthetic fallback boho woven throw blanket - JP rakuten sample,5590,JPY,4.50,239,https://sample.example/rakuten/jp/boho-blanket/c172,https://sample.example/images/rakuten/jp/boho-blanket/c172.jpg,2026-04-01T22:15:00+00:00
Rakuten Sample,JP,duvet cover,Synthetic fallback soft cotton duvet cover - JP rakuten sample,8080,JPY,4.40,276,https://sample.example/rakuten/jp/duvet-cover/c173,https://sample.example/images/rakuten/jp/duvet-cover/c173.jpg,2026-04-01T22:20:00+00:00
Rakuten Sample,JP,kids pillowcase,Synthetic fallback printed kids pillowcase pair - JP rakuten sample,2190,JPY,4.30,313,https://sample.example/rakuten/jp/kids-pillowcase/c174,https://sample.example/images/rakuten/jp/kids-pillowcase/c174.jpg,2026-04-01T22:25:00+00:00
Rakuten Sample,JP,summer quilt,Synthetic fallback lightweight summer quilt - JP rakuten sample,6460,JPY,4.20,350,https://sample.example/rakuten/jp/summer-quilt/c175,https://sample.example/images/rakuten/jp/summer-quilt/c175.jpg,2026-04-01T22:30:00+00:00
Rakuten Sample,JP,sofa throw blanket,Synthetic fallback sofa throw blanket with fringe - JP rakuten sample,4840,JPY,4.10,387,https://sample.example/rakuten/jp/sofa-throw-blanket/c176,https://sample.example/images/rakuten/jp/sofa-throw-blanket/c176.jpg,2026-04-01T22:35:00+00:00
Rakuten Sample,JP,bath towel,Synthetic fallback quick dry cotton bath towel - JP rakuten sample,2740,JPY,4.80,424,https://sample.example/rakuten/jp/bath-towel/c177,https://sample.example/images/rakuten/jp/bath-towel/c177.jpg,2026-04-01T22:40:00+00:00
Rakuten Sample,JP,anti mite pillowcase,Synthetic fallback anti mite pillowcase set - JP rakuten sample,2580,JPY,4.70,461,https://sample.example/rakuten/jp/anti-mite-pillowcase/c178,https://sample.example/images/rakuten/jp/anti-mite-pillowcase/c178.jpg,2026-04-01T22:45:00+00:00
Rakuten Sample,JP,dorm room bedding,Synthetic fallback compact dorm room bedding set - JP rakuten sample,9700,JPY,4.60,498,https://sample.example/rakuten/jp/dorm-room-bedding/c179,https://sample.example/images/rakuten/jp/dorm-room-bedding/c179.jpg,2026-04-01T22:50:00+00:00
Rakuten Sample,JP,baby swaddle blanket,Synthetic fallback breathable baby swaddle blanket - JP rakuten sample,3000,JPY,4.50,535,https://sample.example/rakuten/jp/baby-swaddle-blanket/c180,https://sample.example/images/rakuten/jp/baby-swaddle-blanket/c180.jpg,2026-04-01T22:55:00+00:00
Rakuten Sample,AU,pet cooling mat,Synthetic fallback washable pet cooling mat - AU rakuten sample,33.31,AUD,4.40,572,https://sample.example/rakuten/au/pet-cooling-mat/c181,https://sample.example/images/rakuten/au/pet-cooling-mat/c181.jpg,2026-04-01T23:00:00+00:00
Rakuten Sample,AU,boho blanket,Synthetic fallback boho woven throw blanket - AU rakuten sample,57.75,AUD,4.30,609,https://sample.example/rakuten/au/boho-blanket/c182,https://sample.example/images/rakuten/au/boho-blanket/c182.jpg,2026-04-01T23:05:00+00:00
Rakuten Sample,AU,duvet cover,Synthetic fallback soft cotton duvet cover - AU rakuten sample,83.53,AUD,4.20,646,https://sample.example/rakuten/au/duvet-cover/c183,https://sample.example/images/rakuten/au/duvet-cover/c183.jpg,2026-04-01T23:10:00+00:00
Rakuten Sample,AU,kids pillowcase,Synthetic fallback printed kids pillowcase pair - AU rakuten sample,22.60,AUD,4.10,683,https://sample.example/rakuten/au/kids-pillowcase/c184,https://sample.example/images/rakuten/au/kids-pillowcase/c184.jpg,2026-04-01T23:15:00+00:00
Rakuten Sample,AU,summer quilt,Synthetic fallback lightweight summer quilt - AU rakuten sample,66.79,AUD,4.80,720,https://sample.example/rakuten/au/summer-quilt/c185,https://sample.example/images/rakuten/au/summer-quilt/c185.jpg,2026-04-01T23:20:00+00:00
Rakuten Sample,AU,sofa throw blanket,Synthetic fallback sofa throw blanket with fringe - AU rakuten sample,50.05,AUD,4.70,757,https://sample.example/rakuten/au/sofa-throw-blanket/c186,https://sample.example/images/rakuten/au/sofa-throw-blanket/c186.jpg,2026-04-01T23:25:00+00:00
Rakuten Sample,AU,bath towel,Synthetic fallback quick dry cotton bath towel - AU rakuten sample,28.29,AUD,4.60,794,https://sample.example/rakuten/au/bath-towel/c187,https://sample.example/images/rakuten/au/bath-towel/c187.jpg,2026-04-01T23:30:00+00:00
Rakuten Sample,AU,anti mite pillowcase,Synthetic fallback anti mite pillowcase set - AU rakuten sample,26.62,AUD,4.50,831,https://sample.example/rakuten/au/anti-mite-pillowcase/c188,https://sample.example/images/rakuten/au/anti-mite-pillowcase/c188.jpg,2026-04-01T23:35:00+00:00
Rakuten Sample,AU,dorm room bedding,Synthetic fallback compact dorm room bedding set - AU rakuten sample,100.27,AUD,4.40,868,https://sample.example/rakuten/au/dorm-room-bedding/c189,https://sample.example/images/rakuten/au/dorm-room-bedding/c189.jpg,2026-04-01T23:40:00+00:00
Rakuten Sample,AU,baby swaddle blanket,Synthetic fallback breathable baby swaddle blanket - AU rakuten sample,30.97,AUD,4.30,905,https://sample.example/rakuten/au/baby-swaddle-blanket/c190,https://sample.example/images/rakuten/au/baby-swaddle-blanket/c190.jpg,2026-04-01T23:45:00+00:00
Rakuten Sample,SG,pet cooling mat,Synthetic fallback washable pet cooling mat - SG rakuten sample,29.01,SGD,4.20,62,https://sample.example/rakuten/sg/pet-cooling-mat/c191,https://sample.example/images/rakuten/sg/pet-cooling-mat/c191.jpg,2026-04-01T23:50:00+00:00
Rakuten Sample,SG,boho blanket,Synthetic fallback boho woven throw blanket - SG rakuten sample,50.30,SGD,4.10,99,https://sample.example/rakuten/sg/boho-blanket/c192,https://sample.example/images/rakuten/sg/boho-blanket/c192.jpg,2026-04-01T23:55:00+00:00
Rakuten Sample,SG,duvet cover,Synthetic fallback soft cotton duvet cover - SG rakuten sample,72.75,SGD,4.80,136,https://sample.example/rakuten/sg/duvet-cover/c193,https://sample.example/images/rakuten/sg/duvet-cover/c193.jpg,2026-04-02T00:00:00+00:00
Rakuten Sample,SG,kids pillowcase,Synthetic fallback printed kids pillowcase pair - SG rakuten sample,19.68,SGD,4.70,173,https://sample.example/rakuten/sg/kids-pillowcase/c194,https://sample.example/images/rakuten/sg/kids-pillowcase/c194.jpg,2026-04-02T00:05:00+00:00
Rakuten Sample,SG,summer quilt,Synthetic fallback lightweight summer quilt - SG rakuten sample,58.17,SGD,4.60,210,https://sample.example/rakuten/sg/summer-quilt/c195,https://sample.example/images/rakuten/sg/summer-quilt/c195.jpg,2026-04-02T00:10:00+00:00
Rakuten Sample,SG,sofa throw blanket,Synthetic fallback sofa throw blanket with fringe - SG rakuten sample,43.59,SGD,4.50,247,https://sample.example/rakuten/sg/sofa-throw-blanket/c196,https://sample.example/images/rakuten/sg/sofa-throw-blanket/c196.jpg,2026-04-02T00:15:00+00:00
Rakuten Sample,SG,bath towel,Synthetic fallback quick dry cotton bath towel - SG rakuten sample,24.64,SGD,4.40,284,https://sample.example/rakuten/sg/bath-towel/c197,https://sample.example/images/rakuten/sg/bath-towel/c197.jpg,2026-04-02T00:20:00+00:00
Rakuten Sample,SG,anti mite pillowcase,Synthetic fallback anti mite pillowcase set - SG rakuten sample,23.18,SGD,4.30,321,https://sample.example/rakuten/sg/anti-mite-pillowcase/c198,https://sample.example/images/rakuten/sg/anti-mite-pillowcase/c198.jpg,2026-04-02T00:25:00+00:00
Rakuten Sample,SG,dorm room bedding,Synthetic fallback compact dorm room bedding set - SG rakuten sample,87.33,SGD,4.20,358,https://sample.example/rakuten/sg/dorm-room-bedding/c199,https://sample.example/images/rakuten/sg/dorm-room-bedding/c199.jpg,2026-04-02T00:30:00+00:00
Rakuten Sample,SG,baby swaddle blanket,Synthetic fallback breathable baby swaddle blanket - SG rakuten sample,26.97,SGD,4.10,395,https://sample.example/rakuten/sg/baby-swaddle-blanket/c200,https://sample.example/images/rakuten/sg/baby-swaddle-blanket/c200.jpg,2026-04-02T00:35:00+00:00
Shopee Sample,US,pet cooling mat,Synthetic fallback washable pet cooling mat - US shopee sample,17.51,USD,4.80,432,https://sample.example/shopee/us/pet-cooling-mat/c201,https://sample.example/images/shopee/us/pet-cooling-mat/c201.jpg,2026-04-02T00:40:00+00:00
Shopee Sample,US,boho blanket,Synthetic fallback boho woven throw blanket - US shopee sample,30.36,USD,4.70,469,https://sample.example/shopee/us/boho-blanket/c202,https://sample.example/images/shopee/us/boho-blanket/c202.jpg,2026-04-02T00:45:00+00:00
Shopee Sample,US,duvet cover,Synthetic fallback soft cotton duvet cover - US shopee sample,43.91,USD,4.60,506,https://sample.example/shopee/us/duvet-cover/c203,https://sample.example/images/shopee/us/duvet-cover/c203.jpg,2026-04-02T00:50:00+00:00
Shopee Sample,US,kids pillowcase,Synthetic fallback printed kids pillowcase pair - US shopee sample,11.88,USD,4.50,543,https://sample.example/shopee/us/kids-pillowcase/c204,https://sample.example/images/shopee/us/kids-pillowcase/c204.jpg,2026-04-02T00:55:00+00:00
Shopee Sample,US,summer quilt,Synthetic fallback lightweight summer quilt - US shopee sample,35.11,USD,4.40,580,https://sample.example/shopee/us/summer-quilt/c205,https://sample.example/images/shopee/us/summer-quilt/c205.jpg,2026-04-02T01:00:00+00:00
Shopee Sample,US,sofa throw blanket,Synthetic fallback sofa throw blanket with fringe - US shopee sample,26.31,USD,4.30,617,https://sample.example/shopee/us/sofa-throw-blanket/c206,https://sample.example/images/shopee/us/sofa-throw-blanket/c206.jpg,2026-04-02T01:05:00+00:00
Shopee Sample,US,bath towel,Synthetic fallback quick dry cotton bath towel - US shopee sample,14.87,USD,4.20,654,https://sample.example/shopee/us/bath-towel/c207,https://sample.example/images/shopee/us/bath-towel/c207.jpg,2026-04-02T01:10:00+00:00
